,place_id,avg_rating,no_of_rating,user_id,user_rating
31,258906056769952536174061139242227496503,3.1,9312,176276198857880969435041509855349475398,4
32,88008101012675036608639119793909451226,2.6,9563,203056087686398359427923689742425400251,4
33,228372785011035549967034528263735757296,3.9,9761,203056087686398359427923689742425400251,3
34,244561319888946003827913780803319496572,4.9,1212,203056087686398359427923689742425400251,4
35,312053531270348535542041677616710450513,2.2,7023,203056087686398359427923689742425400251,4
36,114214270094449006964490850944539109117,3.0,6554,176276198857880969435041509855349475398,0
37,273992365133190396481108767063261782474,3.7,3445,176276198857880969435041509855349475398,3
38,334328512159876868593575124295919203622,2.9,4878,176276198857880969435041509855349475398,4
39,27851441448613965639669095013045516551,1.9,1291,176276198857880969435041509855349475398,4
40,136453819020855582772098984407577779024,4.1,7487,203056087686398359427923689742425400251,1
41,213131841234335522899009960237236877901,3.8,9348,203056087686398359427923689742425400251,1
42,49797196122130657761804473274593791165,3.7,6667,176276198857880969435041509855349475398,4
43,197610793081968468647952198443684207758,2.8,6666,203056087686398359427923689742425400251,2
44,26828343528897249645180396144089230744,3.0,353,203056087686398359427923689742425400251,4
45,25896976057385554405391510399382439186,2.9,2103,203056087686398359427923689742425400251,3
46,228372785011035549967034528263735757296,1.6,1648,203056087686398359427923689742425400251,0
47,238039313240269621600513505304872128125,3.5,5016,203056087686398359427923689742425400251,3
48,183126294283859937528245046870775326688,1.3,9109,176276198857880969435041509855349475398,2
49,319396700925572510220601624933726886336,3.6,6828,176276198857880969435041509855349475398,3
50,45721027560444454270422090493228929713,4.0,4557,176276198857880969435041509855349475398,4
51,291554551979307657898362231581867752670,1.6,4532,203056087686398359427923689742425400251,3
52,231054782233383151309469433225030685121,2.3,2423,203056087686398359427923689742425400251,1
53,231054782233383151309469433225030685121,3.4,1358,203056087686398359427923689742425400251,1
54,242250550424318991901936105388803404492,4.0,4684,203056087686398359427923689742425400251,2
55,80991282544777382608789967324813881367,3.1,6791,176276198857880969435041509855349475398,4
56,83364880321365927973946993785055809915,4.8,3741,176276198857880969435041509855349475398,2
57,288188399411403440988569473379235293744,4.8,2297,176276198857880969435041509855349475398,4
58,328946165437807601147829920045281258990,3.5,1406,176276198857880969435041509855349475398,4
59,162985699584033117455349538012649135809,3.9,1054,203056087686398359427923689742425400251,0
60,231182434568667060119847231777949903540,4.4,3579,176276198857880969435041509855349475398,1
61,94846902514325781990459575115586540046,2.0,4870,203056087686398359427923689742425400251,4
62,273992365133190396481108767063261782474,1.2,9268,203056087686398359427923689742425400251,4
63,169204454198061571772548943440338585317,5.0,9705,176276198857880969435041509855349475398,1
64,184873808612215086430402385048083462130,1.1,3517,203056087686398359427923689742425400251,4
65,291554551979307657898362231581867752670,3.3,5835,203056087686398359427923689742425400251,2
66,35704140338987876208257473208844130725,3.9,420,176276198857880969435041509855349475398,0
67,193526424153438500055377949490058547495,2.1,9088,176276198857880969435041509855349475398,4
68,125429833561631066555117239380364825508,3.9,738,176276198857880969435041509855349475398,0
69,6473982940753426946138191939950076767,2.4,9217,176276198857880969435041509855349475398,0
70,273992365133190396481108767063261782474,4.8,2783,176276198857880969435041509855349475398,3
71,231054782233383151309469433225030685121,3.2,7107,176276198857880969435041509855349475398,0
72,310166421142487632138660626288932596136,1.2,5595,203056087686398359427923689742425400251,4
73,312053531270348535542041677616710450513,4.1,265,176276198857880969435041509855349475398,1
74,316122093679465998101350276039103300105,4.2,5586,176276198857880969435041509855349475398,1
75,103536722775447048542990521936952435777,3.0,2648,176276198857880969435041509855349475398,4
76,169417225168630882925648293603787318475,3.8,423,203056087686398359427923689742425400251,3
77,258906056769952536174061139242227496503,2.9,1641,203056087686398359427923689742425400251,4
78,274842798774620704275589718259518741209,1.7,2293,203056087686398359427923689742425400251,3
79,56078769392144744180041989310299872070,1.6,5956,176276198857880969435041509855349475398,1
80,193647757972321430381693909706994984624,2.7,5957,176276198857880969435041509855349475398,0
81,242250550424318991901936105388803404492,4.2,1017,203056087686398359427923689742425400251,0
82,334237836680224956875982285179607614836,4.3,7866,203056087686398359427923689742425400251,3
83,193647757972321430381693909706994984624,3.4,1215,203056087686398359427923689742425400251,2
84,77964426568458778845057582855271212029,3.9,1303,203056087686398359427923689742425400251,0
85,170796937722201866362270091031017985134,4.0,5187,203056087686398359427923689742425400251,2
86,225469114465036122698321781599098812792,3.0,725,203056087686398359427923689742425400251,1
87,272800170959756800332457040774700662867,4.7,3917,176276198857880969435041509855349475398,3
88,243897564843796379830190423393985921502,1.8,3098,176276198857880969435041509855349475398,0
89,87689894720728006904668599629742640300,4.6,4953,203056087686398359427923689742425400251,3
90,288722943019060386329113891782134622453,3.4,8701,176276198857880969435041509855349475398,3
91,248676531802430927752127848729560887301,3.3,2888,203056087686398359427923689742425400251,2
92,77964426568458778845057582855271212029,1.1,6197,203056087686398359427923689742425400251,4
93,18365485128894283039396266259469252882,2.2,472,176276198857880969435041509855349475398,0
94,238517675871924848667041806818753136426,2.1,5337,176276198857880969435041509855349475398,4
95,183126294283859937528245046870775326688,3.0,9502,176276198857880969435041509855349475398,3
96,167615758562293440234236393036441457766,1.1,8125,203056087686398359427923689742425400251,3
97,83364880321365927973946993785055809915,4.7,6816,203056087686398359427923689742425400251,4
98,243267990237770882864102907034385071519,4.3,619,203056087686398359427923689742425400251,4
99,238517675871924848667041806818753136426,3.1,7801,203056087686398359427923689742425400251,1
100,27851441448613965639669095013045516551,3.3,3411,203056087686398359427923689742425400251,0
101,77964426568458778845057582855271212029,4.5,6271,203056087686398359427923689742425400251,0
102,26828343528897249645180396144089230744,1.8,9723,203056087686398359427923689742425400251,4
103,3562314836354275651209675175773865255,4.8,1197,203056087686398359427923689742425400251,2
104,77616041593622886590198839195197234314,3.4,1500,176276198857880969435041509855349475398,3
105,134016888842724968996819424795084273176,4.9,4585,203056087686398359427923689742425400251,2
106,115550828027322593294209699514169325500,2.6,3056,176276198857880969435041509855349475398,4
107,242692531994324107393212053427501720018,2.6,4312,176276198857880969435041509855349475398,2
108,117885154741158885026173675692189077506,2.3,9225,176276198857880969435041509855349475398,4
109,90220490554332337485796579121562782520,3.5,5953,176276198857880969435041509855349475398,0
110,78575964216358627198864421254325852413,1.5,5108,203056087686398359427923689742425400251,4
111,56078769392144744180041989310299872070,1.0,8550,203056087686398359427923689742425400251,0
112,94846902514325781990459575115586540046,3.9,4072,203056087686398359427923689742425400251,1
113,320990376576619634785671965505571318518,2.6,6473,176276198857880969435041509855349475398,2
114,168221520023871291291801335358327676014,2.4,3699,176276198857880969435041509855349475398,1
115,328167266646342439092824811362882791737,1.1,9783,176276198857880969435041509855349475398,4
116,333328081829619375512108297290980684509,4.8,5365,203056087686398359427923689742425400251,4
117,79679260239134409858283628255069240649,4.3,2659,203056087686398359427923689742425400251,2
118,45721027560444454270422090493228929713,2.7,9106,203056087686398359427923689742425400251,4
119,131834237156958810407257496541349031378,1.5,9967,176276198857880969435041509855349475398,3
120,155279452692127987491296382071013921812,3.9,1623,203056087686398359427923689742425400251,1
121,191721915044914920149608246767962699187,1.8,3276,176276198857880969435041509855349475398,0
122,320990376576619634785671965505571318518,3.7,9611,176276198857880969435041509855349475398,4
123,311485858646609519179184355175733236215,5.0,1859,176276198857880969435041509855349475398,3
124,231182434568667060119847231777949903540,4.4,8033,203056087686398359427923689742425400251,2
125,83364880321365927973946993785055809915,3.4,5585,203056087686398359427923689742425400251,0
126,271765775170364214760918065899228014052,3.0,6441,176276198857880969435041509855349475398,1
127,90001583354934686724132816548353747220,4.4,4961,176276198857880969435041509855349475398,1
128,275424082609679387945924967673342084926,1.4,2034,203056087686398359427923689742425400251,4
129,202068650442825823770020447113725489259,1.5,724,203056087686398359427923689742425400251,3
130,92780609934649974488139556458975109388,3.1,6979,176276198857880969435041509855349475398,2
131,77964426568458778845057582855271212029,1.8,4364,176276198857880969435041509855349475398,1
132,155279452692127987491296382071013921812,2.0,9967,176276198857880969435041509855349475398,3
133,169204454198061571772548943440338585317,1.2,9707,203056087686398359427923689742425400251,3
134,311485858646609519179184355175733236215,4.8,2599,176276198857880969435041509855349475398,0
135,6473982940753426946138191939950076767,1.9,6029,176276198857880969435041509855349475398,1
136,123088036465610683831565205513731747534,2.4,1952,176276198857880969435041509855349475398,0
137,280964055856261305402989216942182593751,3.0,9175,176276198857880969435041509855349475398,4
138,334328512159876868593575124295919203622,2.7,1397,176276198857880969435041509855349475398,0
139,285209006596173479416819325437483339179,3.2,9132,203056087686398359427923689742425400251,0
140,151647680546639724587003769250636280345,3.4,3082,203056087686398359427923689742425400251,3
141,21027450703349538467312337079539121307,1.3,6619,203056087686398359427923689742425400251,2
142,37756697217117322877285045960110215745,1.7,3839,176276198857880969435041509855349475398,1
143,154606187829425040862163821315259767236,4.7,353,203056087686398359427923689742425400251,3
144,170796937722201866362270091031017985134,3.5,282,176276198857880969435041509855349475398,0
145,209267976718355765144773222746101887702,2.3,9250,176276198857880969435041509855349475398,2
146,312053531270348535542041677616710450513,3.5,5489,203056087686398359427923689742425400251,0
147,242250550424318991901936105388803404492,3.2,454,203056087686398359427923689742425400251,3
148,258906056769952536174061139242227496503,1.1,8873,176276198857880969435041509855349475398,1
149,45721027560444454270422090493228929713,4.8,121,176276198857880969435041509855349475398,0
150,37756697217117322877285045960110215745,3.3,9137,176276198857880969435041509855349475398,2
151,277736073312444336256006105081294845035,3.7,1573,176276198857880969435041509855349475398,1
152,236382942188608737941312010054374672805,3.5,646,176276198857880969435041509855349475398,1
153,228372785011035549967034528263735757296,4.7,1856,176276198857880969435041509855349475398,2
154,281615471950224033210954884423928706562,1.2,3311,176276198857880969435041509855349475398,0
155,306804777916809740130984310819687133602,2.0,120,176276198857880969435041509855349475398,0
156,21027450703349538467312337079539121307,3.3,7467,203056087686398359427923689742425400251,4
157,25052286868761438464949310447488953420,1.8,5815,203056087686398359427923689742425400251,2
158,231182434568667060119847231777949903540,1.7,9922,203056087686398359427923689742425400251,1
159,80991282544777382608789967324813881367,2.2,3081,176276198857880969435041509855349475398,1
160,310166421142487632138660626288932596136,1.2,8044,176276198857880969435041509855349475398,4
161,90001583354934686724132816548353747220,4.4,8840,203056087686398359427923689742425400251,2
162,197610793081968468647952198443684207758,3.8,7342,203056087686398359427923689742425400251,3
163,103536722775447048542990521936952435777,2.7,6052,176276198857880969435041509855349475398,2
164,138781082920318169459532138155713132087,3.5,6319,176276198857880969435041509855349475398,3
165,236382942188608737941312010054374672805,4.6,737,176276198857880969435041509855349475398,3
166,277736073312444336256006105081294845035,2.6,4557,176276198857880969435041509855349475398,4
167,84130971479722683067968574902775566912,1.8,3069,176276198857880969435041509855349475398,0
168,322004955658144250600172695276767797015,2.6,2219,176276198857880969435041509855349475398,3
169,312053531270348535542041677616710450513,4.7,7385,176276198857880969435041509855349475398,0
170,269391154348794786765066452970814217521,2.7,8387,203056087686398359427923689742425400251,1
171,291204064842483695475143450270716416259,3.7,5615,203056087686398359427923689742425400251,0
172,109244311921527641015074541760909261377,2.4,522,203056087686398359427923689742425400251,1
173,77616041593622886590198839195197234314,3.6,194,203056087686398359427923689742425400251,2
174,168221520023871291291801335358327676014,3.8,6113,203056087686398359427923689742425400251,0
175,242250550424318991901936105388803404492,3.3,7045,203056087686398359427923689742425400251,2
176,207125126315036709642825076684914541182,3.7,7054,203056087686398359427923689742425400251,1
177,197610793081968468647952198443684207758,1.9,1153,203056087686398359427923689742425400251,2
178,272800170959756800332457040774700662867,2.1,1185,203056087686398359427923689742425400251,0
179,259321490224458126720279614001578331540,2.4,3738,203056087686398359427923689742425400251,2
180,273992365133190396481108767063261782474,2.7,9636,176276198857880969435041509855349475398,4
181,228372785011035549967034528263735757296,1.1,5462,176276198857880969435041509855349475398,0
182,285209006596173479416819325437483339179,1.3,9771,176276198857880969435041509855349475398,2
183,191721915044914920149608246767962699187,1.9,3730,203056087686398359427923689742425400251,0
184,67926837076165495121972325930852141396,4.0,9897,176276198857880969435041509855349475398,1
185,132416867863446846596840504920232297006,1.1,5876,176276198857880969435041509855349475398,0
186,248996453131353569751601957728353301655,3.4,7220,176276198857880969435041509855349475398,3
187,229421720903718054972149052808833398155,2.0,7848,203056087686398359427923689742425400251,3
188,281615471950224033210954884423928706562,4.7,9426,176276198857880969435041509855349475398,4
189,291204064842483695475143450270716416259,4.1,487,203056087686398359427923689742425400251,2
190,248980907083283929501973537251350772859,3.0,6019,176276198857880969435041509855349475398,3
191,334328512159876868593575124295919203622,2.0,5161,203056087686398359427923689742425400251,3
192,90552021967284083470855013795241453380,1.9,2668,203056087686398359427923689742425400251,0
193,115550828027322593294209699514169325500,3.4,784,176276198857880969435041509855349475398,2
194,25896976057385554405391510399382439186,4.5,4769,203056087686398359427923689742425400251,3
195,115958079388094116446367894400009415269,3.1,8889,176276198857880969435041509855349475398,1
196,176611847731880865962253888097906833516,1.2,7773,176276198857880969435041509855349475398,4
197,138781082920318169459532138155713132087,5.0,6281,176276198857880969435041509855349475398,4
198,169204454198061571772548943440338585317,1.3,8863,176276198857880969435041509855349475398,2
199,328946165437807601147829920045281258990,3.7,5808,203056087686398359427923689742425400251,3
200,87217570692675484102858149207807831198,2.4,4341,176276198857880969435041509855349475398,4
201,148975849998549704841647027920735909284,1.8,9290,176276198857880969435041509855349475398,1
202,207653500846984508634374818113406265500,3.9,1652,203056087686398359427923689742425400251,1
203,57461953763061890595820109055836352320,3.9,4573,176276198857880969435041509855349475398,2
204,155279452692127987491296382071013921812,2.5,7803,176276198857880969435041509855349475398,2
205,148975849998549704841647027920735909284,2.4,4221,176276198857880969435041509855349475398,4
206,242692531994324107393212053427501720018,2.9,1724,203056087686398359427923689742425400251,1
207,242250550424318991901936105388803404492,1.0,5593,203056087686398359427923689742425400251,3
208,285209006596173479416819325437483339179,1.3,1927,203056087686398359427923689742425400251,1
209,154606187829425040862163821315259767236,2.1,1873,176276198857880969435041509855349475398,0
210,220596782156845537242221325288029238257,4.3,2181,203056087686398359427923689742425400251,0
211,288057796836821092567109822698467036363,3.1,8659,203056087686398359427923689742425400251,1
212,45721027560444454270422090493228929713,3.3,2464,176276198857880969435041509855349475398,3
213,193526424153438500055377949490058547495,4.8,9815,176276198857880969435041509855349475398,2
214,320990376576619634785671965505571318518,2.6,2090,176276198857880969435041509855349475398,0
215,157813873127895369187999060768233882445,3.3,6062,203056087686398359427923689742425400251,2
216,6974595900762181759054792263751131869,2.0,5016,203056087686398359427923689742425400251,4
217,288057796836821092567109822698467036363,2.7,4495,203056087686398359427923689742425400251,1
218,53733243045779136753588783913130755367,2.0,3925,176276198857880969435041509855349475398,0
219,155279452692127987491296382071013921812,3.8,3726,203056087686398359427923689742425400251,1
220,285209006596173479416819325437483339179,2.3,4540,203056087686398359427923689742425400251,0
221,80991282544777382608789967324813881367,2.2,8020,203056087686398359427923689742425400251,2
222,243897564843796379830190423393985921502,3.3,139,203056087686398359427923689742425400251,2
223,81182108361470295820990266252193582462,4.9,6739,176276198857880969435041509855349475398,1
224,228372785011035549967034528263735757296,4.1,1875,203056087686398359427923689742425400251,4
225,194613465896003943777781416148052514751,3.6,1461,203056087686398359427923689742425400251,3
226,242250550424318991901936105388803404492,4.8,2237,203056087686398359427923689742425400251,4
227,170796937722201866362270091031017985134,3.3,1134,176276198857880969435041509855349475398,0
228,248676531802430927752127848729560887301,4.8,6981,203056087686398359427923689742425400251,4
229,238517675871924848667041806818753136426,3.9,8742,176276198857880969435041509855349475398,1
230,288188399411403440988569473379235293744,1.3,1859,176276198857880969435041509855349475398,0
231,280964055856261305402989216942182593751,3.4,6386,203056087686398359427923689742425400251,3
232,244561319888946003827913780803319496572,4.2,9595,176276198857880969435041509855349475398,0
233,211017043544267696726361100831345885981,1.1,1578,176276198857880969435041509855349475398,4
234,57461953763061890595820109055836352320,4.8,2103,176276198857880969435041509855349475398,0
235,109244311921527641015074541760909261377,4.9,6837,203056087686398359427923689742425400251,3
236,288188399411403440988569473379235293744,4.7,1946,203056087686398359427923689742425400251,4
237,291554551979307657898362231581867752670,2.3,8995,176276198857880969435041509855349475398,1
238,114214270094449006964490850944539109117,2.7,4087,203056087686398359427923689742425400251,4
239,337253136699375343089134793714681925309,1.1,1954,176276198857880969435041509855349475398,3
240,248996453131353569751601957728353301655,1.1,9579,203056087686398359427923689742425400251,4
241,18365485128894283039396266259469252882,4.7,2853,203056087686398359427923689742425400251,4
242,157813873127895369187999060768233882445,5.0,6489,176276198857880969435041509855349475398,3
243,33920794245718041967215213491807050071,4.7,4573,203056087686398359427923689742425400251,3
244,239110584807491264837604120640005230117,3.9,6885,176276198857880969435041509855349475398,3
245,109490612435876279753025273391428866208,2.7,1836,176276198857880969435041509855349475398,0
246,228372785011035549967034528263735757296,4.8,807,203056087686398359427923689742425400251,3
247,33507993746863134521228236541778549399,1.6,9714,203056087686398359427923689742425400251,0
248,244561319888946003827913780803319496572,3.2,6099,176276198857880969435041509855349475398,1
249,77440531809717450525141605150330554845,4.2,4609,203056087686398359427923689742425400251,0
250,84130971479722683067968574902775566912,2.1,8296,203056087686398359427923689742425400251,2
251,53733243045779136753588783913130755367,2.5,9849,176276198857880969435041509855349475398,3
252,337253136699375343089134793714681925309,4.3,7521,203056087686398359427923689742425400251,2
253,115958079388094116446367894400009415269,4.0,1760,176276198857880969435041509855349475398,4
254,95191644313787024435259543421218246442,2.1,3924,176276198857880969435041509855349475398,0
255,287590870620376124913263661689306365550,3.3,1884,176276198857880969435041509855349475398,1
256,152614780272822817213552846864907347869,3.8,6496,176276198857880969435041509855349475398,3
257,288188399411403440988569473379235293744,4.8,8744,203056087686398359427923689742425400251,2
258,131834237156958810407257496541349031378,2.7,4710,203056087686398359427923689742425400251,1
259,109490612435876279753025273391428866208,1.1,3035,176276198857880969435041509855349475398,3
260,109490612435876279753025273391428866208,2.5,3659,203056087686398359427923689742425400251,0
261,162985699584033117455349538012649135809,1.8,9259,176276198857880969435041509855349475398,1
262,271765775170364214760918065899228014052,4.6,2561,203056087686398359427923689742425400251,4
263,233286790075970981815503322196504372660,2.6,6900,176276198857880969435041509855349475398,2
264,291204064842483695475143450270716416259,2.0,8305,203056087686398359427923689742425400251,2
265,81182108361470295820990266252193582462,1.6,2795,203056087686398359427923689742425400251,2
266,239110584807491264837604120640005230117,4.9,1154,176276198857880969435041509855349475398,4
267,162940082034981178903224989121142565237,4.7,5363,203056087686398359427923689742425400251,1
268,131834237156958810407257496541349031378,1.5,7197,203056087686398359427923689742425400251,4
269,18365485128894283039396266259469252882,3.0,8149,203056087686398359427923689742425400251,0
270,80991282544777382608789967324813881367,4.1,692,203056087686398359427923689742425400251,0
271,194613465896003943777781416148052514751,3.8,3603,176276198857880969435041509855349475398,2
272,175739488908912529050802953850962534867,1.9,5234,176276198857880969435041509855349475398,3
273,27851441448613965639669095013045516551,1.3,119,176276198857880969435041509855349475398,3
274,8022711877327618582010549841921454521,3.1,2448,176276198857880969435041509855349475398,0
275,109490612435876279753025273391428866208,4.5,1676,176276198857880969435041509855349475398,0
276,313043615515828264564975578500273710282,2.6,7133,176276198857880969435041509855349475398,4
277,21027450703349538467312337079539121307,2.9,5491,203056087686398359427923689742425400251,3
278,6473982940753426946138191939950076767,1.4,1753,203056087686398359427923689742425400251,2
279,9372620744209287419591685095823295691,3.8,4354,176276198857880969435041509855349475398,3
280,191721915044914920149608246767962699187,2.6,4008,176276198857880969435041509855349475398,3
281,157813873127895369187999060768233882445,3.8,6891,203056087686398359427923689742425400251,3
282,291554551979307657898362231581867752670,2.4,8780,203056087686398359427923689742425400251,3
283,183126294283859937528245046870775326688,3.8,2735,176276198857880969435041509855349475398,3
284,209834039362389241290310427642916550288,2.6,8282,176276198857880969435041509855349475398,2
285,52456223373749153193218352029316014620,2.9,2606,176276198857880969435041509855349475398,1
286,261265940275996236110542278139312108065,4.8,4711,203056087686398359427923689742425400251,3
287,337253136699375343089134793714681925309,1.7,9474,176276198857880969435041509855349475398,3
288,157312013457692607292361614225821403151,2.3,8306,203056087686398359427923689742425400251,3
289,51726045482611419448787937303777966733,4.8,3455,203056087686398359427923689742425400251,0
290,170796937722201866362270091031017985134,2.4,4562,203056087686398359427923689742425400251,0
291,333328081829619375512108297290980684509,4.5,8981,203056087686398359427923689742425400251,3
292,274842798774620704275589718259518741209,1.6,211,176276198857880969435041509855349475398,3
293,18365485128894283039396266259469252882,5.0,896,176276198857880969435041509855349475398,2
294,157312013457692607292361614225821403151,4.6,3145,203056087686398359427923689742425400251,0
295,213131841234335522899009960237236877901,1.3,1472,176276198857880969435041509855349475398,4
296,183126294283859937528245046870775326688,2.5,7315,176276198857880969435041509855349475398,0
297,244561319888946003827913780803319496572,3.8,6834,176276198857880969435041509855349475398,3
298,6974595900762181759054792263751131869,1.5,9790,203056087686398359427923689742425400251,3
299,337253136699375343089134793714681925309,1.0,2633,203056087686398359427923689742425400251,1
300,57461953763061890595820109055836352320,2.0,6458,203056087686398359427923689742425400251,4
301,239253351556169678235102843495337733877,4.3,6143,203056087686398359427923689742425400251,0
302,88008101012675036608639119793909451226,1.8,6752,203056087686398359427923689742425400251,0
303,103536722775447048542990521936952435777,2.9,9579,176276198857880969435041509855349475398,0
304,288057796836821092567109822698467036363,1.5,5160,203056087686398359427923689742425400251,4
305,95191644313787024435259543421218246442,1.3,380,176276198857880969435041509855349475398,4
306,126989929691604435205109897696675933009,2.0,9568,176276198857880969435041509855349475398,1
307,233286790075970981815503322196504372660,3.6,8503,176276198857880969435041509855349475398,1
308,97105300939833164619604475487971008336,5.0,2203,203056087686398359427923689742425400251,4
309,197610793081968468647952198443684207758,3.6,9470,203056087686398359427923689742425400251,0
310,125429833561631066555117239380364825508,4.4,1706,203056087686398359427923689742425400251,1
311,334328512159876868593575124295919203622,3.9,2405,176276198857880969435041509855349475398,4
312,80991282544777382608789967324813881367,4.8,8211,203056087686398359427923689742425400251,2
313,117402434687942702376118111567504536595,1.7,5705,176276198857880969435041509855349475398,2
314,271765775170364214760918065899228014052,2.1,2179,203056087686398359427923689742425400251,3
315,194613465896003943777781416148052514751,4.2,5165,203056087686398359427923689742425400251,1
316,83364880321365927973946993785055809915,4.4,4681,176276198857880969435041509855349475398,1
317,243897564843796379830190423393985921502,4.2,2740,203056087686398359427923689742425400251,2
318,80991282544777382608789967324813881367,4.2,7491,176276198857880969435041509855349475398,0
319,148367498128290203139016989059514206274,1.9,1274,203056087686398359427923689742425400251,1
320,126989929691604435205109897696675933009,3.7,4244,203056087686398359427923689742425400251,0
321,322791185871499646776178283064985584767,3.5,5052,176276198857880969435041509855349475398,2
322,43983536181601403628639833466481257710,4.3,8412,203056087686398359427923689742425400251,2
323,6974595900762181759054792263751131869,3.6,3976,176276198857880969435041509855349475398,0
324,271765775170364214760918065899228014052,4.9,5730,176276198857880969435041509855349475398,3
325,157312013457692607292361614225821403151,2.5,4595,176276198857880969435041509855349475398,2
326,191721915044914920149608246767962699187,3.0,130,203056087686398359427923689742425400251,2
327,155279452692127987491296382071013921812,4.2,6531,203056087686398359427923689742425400251,0
328,231182434568667060119847231777949903540,2.7,7627,203056087686398359427923689742425400251,3
329,337253136699375343089134793714681925309,3.0,5823,203056087686398359427923689742425400251,3
330,30280028345289068661536527470075522433,4.5,7346,176276198857880969435041509855349475398,4
331,117885154741158885026173675692189077506,1.7,1785,176276198857880969435041509855349475398,4
332,95191644313787024435259543421218246442,4.7,328,176276198857880969435041509855349475398,2
333,277736073312444336256006105081294845035,3.6,9825,176276198857880969435041509855349475398,0
334,334237836680224956875982285179607614836,1.7,2679,176276198857880969435041509855349475398,1
335,228372785011035549967034528263735757296,2.0,2237,203056087686398359427923689742425400251,4
336,23361669675386014463357946386754796037,2.6,3672,176276198857880969435041509855349475398,1
337,288057796836821092567109822698467036363,3.2,119,203056087686398359427923689742425400251,3
338,288188399411403440988569473379235293744,3.6,5739,203056087686398359427923689742425400251,4
339,87689894720728006904668599629742640300,3.2,3076,203056087686398359427923689742425400251,2
340,273992365133190396481108767063261782474,4.1,6309,203056087686398359427923689742425400251,4
341,168221520023871291291801335358327676014,1.8,2216,176276198857880969435041509855349475398,3
342,117885154741158885026173675692189077506,1.3,9227,203056087686398359427923689742425400251,0
343,49797196122130657761804473274593791165,2.1,4553,203056087686398359427923689742425400251,4
344,30280028345289068661536527470075522433,3.3,4581,203056087686398359427923689742425400251,2
345,296503641063847300258205039394924309365,4.0,9625,203056087686398359427923689742425400251,2
346,157312013457692607292361614225821403151,1.6,1090,176276198857880969435041509855349475398,1
347,239110584807491264837604120640005230117,3.9,9941,203056087686398359427923689742425400251,2
348,337253136699375343089134793714681925309,2.1,744,176276198857880969435041509855349475398,4
349,117885154741158885026173675692189077506,4.3,1192,203056087686398359427923689742425400251,0
350,193647757972321430381693909706994984624,3.9,6279,176276198857880969435041509855349475398,3
351,9372620744209287419591685095823295691,3.1,8609,203056087686398359427923689742425400251,2
352,248996453131353569751601957728353301655,4.6,2227,176276198857880969435041509855349475398,2
353,134016888842724968996819424795084273176,3.1,9944,203056087686398359427923689742425400251,0
354,79679260239134409858283628255069240649,4.5,7471,176276198857880969435041509855349475398,2
355,254198779384266246332443445699698342089,2.9,7179,176276198857880969435041509855349475398,2
356,23361669675386014463357946386754796037,2.7,7784,176276198857880969435041509855349475398,1
357,334237836680224956875982285179607614836,2.2,1456,176276198857880969435041509855349475398,2
