place_id,avg_rating,no_of_rating,user_id,user_rating
15175513203163599336,2.6,4675,4805070429361410536,4
15175546145562759656,2.3,7641,4805070429361410536,4
15175543439733363176,3.5,8200,4805068926122856936,2
15175522609141977576,3.2,7919,4805068926122856936,0
15175507963303498216,2.2,9767,4805070429361410536,2
15175498428476101096,4.2,5589,4805068926122856936,3
15175524928424317416,4.0,1754,4805068926122856936,3
15175495765596377576,2.7,2289,4805070429361410536,3
15175529094542594536,2.1,1629,4805070429361410536,3
15175547820600005096,3.5,2196,4805068926122856936,4
15175524327128895976,2.3,4093,4805068926122856936,3
15175502293946667496,1.2,9161,4805068926122856936,2
15175477511985369576,1.7,1624,4805068926122856936,1
15175553575856181736,3.2,6819,4805070429361410536,2
15175483396090565096,4.4,6266,4805070429361410536,1
15175479272921960936,1.2,3731,4805070429361410536,2
15175558386219553256,1.2,3363,4805070429361410536,2
15175488678900339176,4.0,5269,4805070429361410536,1
15175518400074027496,4.3,8716,4805070429361410536,2
15175542838437941736,1.0,2611,4805070429361410536,2
15175517197483184616,4.6,4839,4805070429361410536,4
15175490482786603496,1.8,5141,4805068926122856936,0
15175559417011704296,4.4,2230,4805070429361410536,2
15175474033061859816,4.3,3366,4805070429361410536,3
15175496323942126056,4.5,1342,4805070429361410536,3
15175559417011704296,1.4,6385,4805070429361410536,0
15175494605955207656,2.1,5159,4805070429361410536,0
15175553060460106216,3.5,7795,4805068926122856936,3
15175481592204300776,1.1,1561,4805068926122856936,0
15175527891951751656,1.1,7682,4805068926122856936,2
15175482193499722216,4.6,3392,4805068926122856936,0
15175556238735905256,1.8,9800,4805070429361410536,3
15175559417011704296,3.7,3996,4805068926122856936,1
15175509122944668136,2.4,6204,4805068926122856936,0
15175491685377446376,4.8,4254,4805070429361410536,0
15175545028871262696,4.7,5307,4805070429361410536,0
15175485114077483496,1.5,6068,4805068926122856936,1
15175536782534054376,3.1,2409,4805070429361410536,2
15175494047609459176,2.9,8261,4805068926122856936,0
15175506288266252776,4.7,8752,4805068926122856936,1
15175491084082024936,4.0,5325,4805070429361410536,4
15175505729920504296,4.6,6279,4805070429361410536,3
15175540347356910056,1.3,5022,4805070429361410536,2
15175522007846556136,1.8,667,4805070429361410536,0
15175559417011704296,3.7,7082,4805068926122856936,3
15175553575856181736,3.9,9642,4805068926122856936,3
15175514921150517736,2.9,729,4805070429361410536,3
15175557355427402216,3.0,8504,4805070429361410536,4
15175535021597463016,3.6,5485,4805068926122856936,2
15175492286672867816,1.3,2206,4805070429361410536,4
15175535021597463016,4.2,7283,4805068926122856936,2
15175506803662328296,2.5,5171,4805070429361410536,3
15175542237142520296,1.4,7875,4805068926122856936,1
15175506288266252776,3.3,2334,4805070429361410536,3
15175555723339829736,1.0,3737,4805070429361410536,2
15175546145562759656,2.7,8127,4805068926122856936,3
15175504613229007336,3.1,3364,4805070429361410536,0
15175519001369448936,5.0,8685,4805070429361410536,1
15175524928424317416,4.7,7574,4805070429361410536,1
15175532616415777256,1.1,1808,4805068926122856936,2
15175554649598005736,4.6,3388,4805068926122856936,0
15175524928424317416,3.6,2388,4805068926122856936,1
15175484555731735016,4.2,192,4805068926122856936,1
15175505171574755816,4.3,886,4805068926122856936,2
15175525529719738856,3.1,7403,4805070429361410536,1
15175535021597463016,4.3,2773,4805068926122856936,0
15175476910689948136,4.6,9459,4805070429361410536,0
15175488678900339176,2.0,4977,4805070429361410536,4
15175557355427402216,3.1,2153,4805068926122856936,1
15175478113280791016,4.4,2217,4805070429361410536,3
15175483954436313576,3.9,4598,4805070429361410536,1
15175531499724280296,2.4,4398,4805068926122856936,4
15175546660958835176,4.9,7504,4805068926122856936,2
15175514362804769256,1.8,5906,4805068926122856936,0
15175506803662328296,2.1,1486,4805068926122856936,3
15175512043522429416,4.4,1031,4805070429361410536,4
15175470940685406696,1.4,1635,4805068926122856936,1
15175485715372904936,1.9,3988,4805068926122856936,4
15175559417011704296,1.8,2721,4805068926122856936,2
15175502293946667496,1.4,556,4805068926122856936,3
15175550011033326056,2.0,4740,4805070429361410536,0
15175540948652331496,2.1,805,4805068926122856936,4
15175552115567301096,3.6,3740,4805070429361410536,3
15175498986821849576,2.6,1008,4805068926122856936,1
15175549495637250536,4.0,9959,4805070429361410536,0
15175492286672867816,3.7,2344,4805070429361410536,2
15175537985124897256,2.1,7053,4805068926122856936,2
15175503453587837416,2.2,4236,4805070429361410536,4
15175530297133437416,4.3,9189,4805070429361410536,4
15175501134305497576,2.7,3547,4805070429361410536,0
15175488077604917736,2.6,2955,4805070429361410536,1
15175550569379074536,1.8,9398,4805068926122856936,4
15175513203163599336,1.4,172,4805068926122856936,3
15175512043522429416,1.8,6197,4805070429361410536,4
15175498428476101096,3.4,6089,4805070429361410536,0
15175519645614543336,4.1,704,4805070429361410536,2
15175552115567301096,1.7,6006,4805068926122856936,0
15175476309394526696,1.5,3845,4805068926122856936,0
15175507362008076776,3.6,9340,4805070429361410536,2
15175523725833474536,2.0,3582,4805070429361410536,1
15175542237142520296,2.3,5375,4805068926122856936,0
15175496323942126056,3.2,3091,4805070429361410536,3
15175549495637250536,1.7,2830,4805068926122856936,2
15175533819006620136,1.3,583,4805068926122856936,3
15175536181238632936,3.4,870,4805068926122856936,1
15175555164994081256,3.3,5971,4805070429361410536,0
15175534420302041576,2.3,9073,4805070429361410536,0
15175475192703029736,3.4,4055,4805070429361410536,2
15175477511985369576,3.0,3913,4805068926122856936,4
15175548937291502056,1.4,2871,4805068926122856936,4
15175482751845470696,2.3,6829,4805070429361410536,4
15175550569379074536,3.6,1982,4805070429361410536,3
15175517197483184616,1.6,5487,4805068926122856936,1
15175493489263710696,4.0,6135,4805070429361410536,0
15175481033858552296,2.6,8657,4805070429361410536,4
15175504613229007336,4.4,8603,4805070429361410536,1
15175548421895426536,1.1,3242,4805068926122856936,2
15175524928424317416,4.4,4506,4805068926122856936,4
15175554134201930216,2.8,6591,4805070429361410536,4
15175530297133437416,4.3,5634,4805068926122856936,1
15175557870823477736,3.6,1918,4805068926122856936,0
15175504613229007336,3.0,6928,4805070429361410536,4
15175547262254256616,2.3,6910,4805070429361410536,4
15175501692651246056,4.9,257,4805068926122856936,4
15175521406551134696,3.6,6657,4805068926122856936,1
15175516037842014696,1.9,8995,4805070429361410536,4
15175506288266252776,1.4,8352,4805068926122856936,4
15175519645614543336,1.3,8847,4805070429361410536,1
15175558386219553256,2.4,8204,4805068926122856936,0
15175526732310581736,1.8,2130,4805070429361410536,1
15175549495637250536,2.3,477,4805068926122856936,1
15175513203163599336,3.0,1100,4805068926122856936,3
15175485715372904936,1.1,5151,4805070429361410536,2
15175501692651246056,3.9,6554,4805070429361410536,4
15175524327128895976,2.1,9002,4805070429361410536,3
15175537383829475816,4.8,2590,4805070429361410536,1
15175479874217382376,1.4,5262,4805068926122856936,0
15175516037842014696,4.5,1495,4805068926122856936,2
15175472830471016936,1.0,6368,4805068926122856936,3
15175486917963747816,1.1,3579,4805070429361410536,0
15175523167487726056,1.8,5915,4805068926122856936,2
15175523725833474536,4.3,817,4805070429361410536,0
15175547262254256616,4.3,6588,4805068926122856936,1
15175507362008076776,2.7,3504,4805070429361410536,0
15175475192703029736,2.0,4394,4805070429361410536,2
15175513761509347816,1.6,2129,4805068926122856936,4
15175485715372904936,4.2,4483,4805068926122856936,4
15175522007846556136,2.5,6536,4805068926122856936,4
15175529652888343016,2.3,6556,4805070429361410536,3
15175499502217925096,2.2,2658,4805070429361410536,1
15175477511985369576,3.4,1077,4805070429361410536,3
15175551127724823016,3.2,7993,4805070429361410536,4
15175558901615628776,1.8,9205,4805068926122856936,4
15175535622892884456,5.0,7234,4805068926122856936,4
15175523167487726056,3.2,7137,4805070429361410536,2
15175481033858552296,2.5,7626,4805070429361410536,2
15175530297133437416,3.6,5062,4805068926122856936,2
15175555723339829736,3.1,9052,4805068926122856936,3
15175527333606003176,1.1,3202,4805070429361410536,0
15175529652888343016,3.0,4282,4805068926122856936,4
15175524327128895976,2.3,5567,4805070429361410536,4
15175481592204300776,2.3,3068,4805068926122856936,0
15175470940685406696,2.0,9054,4805070429361410536,3
15175513761509347816,4.0,966,4805068926122856936,4
15175503453587837416,4.7,1656,4805070429361410536,1
15175541549947752936,3.4,6283,4805068926122856936,4
15175529094542594536,4.6,4946,4805068926122856936,1
15175533217711198696,1.6,9520,4805070429361410536,2
15175543439733363176,4.9,2660,4805070429361410536,2
15175536181238632936,2.9,9786,4805068926122856936,4
15175469609245544936,2.2,6005,4805070429361410536,2
15175490482786603496,3.3,9439,4805070429361410536,1
15175548937291502056,2.6,724,4805068926122856936,0
15175483396090565096,3.2,8975,4805068926122856936,1
15175510926830932456,1.1,464,4805068926122856936,4
15175472229175595496,4.1,3896,4805070429361410536,2
15175470940685406696,3.6,5645,4805070429361410536,0
15175481033858552296,4.6,7254,4805070429361410536,2
15175498986821849576,1.2,2525,4805068926122856936,2
15175527891951751656,3.3,9137,4805068926122856936,1
15175522007846556136,4.0,9609,4805070429361410536,3
15175524928424317416,2.3,7985,4805068926122856936,0
15175491084082024936,2.1,428,4805068926122856936,0
15175492887968289256,3.2,1797,4805070429361410536,2
15175482193499722216,4.8,3350,4805068926122856936,4
15175496839338201576,3.1,9575,4805068926122856936,2
15175551127724823016,4.1,4001,4805068926122856936,4
15175507362008076776,4.4,5375,4805070429361410536,1
15175490482786603496,4.2,9095,4805070429361410536,0
15175533819006620136,1.7,1504,4805068926122856936,4
15175474591407608296,3.5,1350,4805068926122856936,0
15175557870823477736,3.4,8313,4805070429361410536,2
15175535021597463016,2.0,6516,4805070429361410536,4
15175486917963747816,2.9,5693,4805068926122856936,4
15175505171574755816,4.1,329,4805068926122856936,2
15175474033061859816,3.7,6551,4805070429361410536,2
15175500575959749096,2.2,7257,4805070429361410536,1
15175476309394526696,4.8,1663,4805068926122856936,0
15175513761509347816,2.8,3568,4805068926122856936,4
15175556797081653736,4.5,385,4805070429361410536,4
15175482751845470696,4.9,3597,4805070429361410536,2
15175490482786603496,3.3,5380,4805068926122856936,4
15175491685377446376,4.9,5729,4805068926122856936,1
15175479874217382376,3.8,920,4805070429361410536,4
15175537383829475816,3.2,156,4805068926122856936,3
15175492286672867816,4.5,2045,4805068926122856936,4
15175491685377446376,2.8,673,4805070429361410536,4
15175535622892884456,1.9,2406,4805068926122856936,3
15175504054883258856,3.1,4887,4805068926122856936,1
15175521406551134696,3.6,3229,4805070429361410536,1
15175527333606003176,1.2,4616,4805070429361410536,0
15175556797081653736,1.9,1720,4805068926122856936,3
15175554134201930216,3.7,5056,4805070429361410536,4
15175517197483184616,3.7,6787,4805068926122856936,0
15175556797081653736,3.1,8687,4805068926122856936,2
15175470296440312296,2.9,6087,4805070429361410536,0
15175479874217382376,2.2,6173,4805068926122856936,1
15175519001369448936,1.1,9453,4805068926122856936,1
15175551643120898536,2.9,4517,4805070429361410536,2
15175558386219553256,1.1,5548,4805068926122856936,3
15175505729920504296,3.7,1977,4805068926122856936,1
15175558901615628776,1.6,5605,4805068926122856936,0
15175479874217382376,2.9,4997,4805068926122856936,1
15175474033061859816,2.5,3917,4805068926122856936,4
15175484555731735016,1.7,1346,4805068926122856936,2
15175474033061859816,1.7,2537,4805070429361410536,0
15175524928424317416,4.9,7998,4805068926122856936,3
15175520805255713256,1.0,5862,4805068926122856936,1
15175467719459934696,3.0,8761,4805070429361410536,3
15175540948652331496,4.8,7815,4805068926122856936,4
15175506288266252776,4.3,6611,4805070429361410536,1
15175510325535511016,3.6,6240,4805068926122856936,1
15175536181238632936,3.6,8725,4805068926122856936,2
15175523167487726056,1.3,3587,4805070429361410536,1
15175543439733363176,3.3,9826,4805070429361410536,2
15175476309394526696,3.6,8555,4805068926122856936,2
15175512043522429416,4.7,2186,4805068926122856936,0
15175552115567301096,4.7,6019,4805070429361410536,4
15175463639241003496,1.6,4556,4805070429361410536,0
15175481033858552296,2.8,2771,4805068926122856936,0
15175474033061859816,3.0,4269,4805068926122856936,2
15175476309394526696,2.5,4189,4805070429361410536,4
15175544513475187176,4.5,1393,4805070429361410536,4
15175475192703029736,4.6,3982,4805068926122856936,0
15175535021597463016,4.5,7769,4805070429361410536,3
15175491084082024936,2.3,6498,4805070429361410536,2
15175521406551134696,2.7,2269,4805068926122856936,1
15175533217711198696,3.2,3623,4805068926122856936,0
15175488678900339176,1.5,7294,4805070429361410536,2
15175494605955207656,4.3,506,4805070429361410536,0
15175467719459934696,2.1,9864,4805068926122856936,2
15175540948652331496,4.6,7774,4805070429361410536,0
15175558901615628776,3.9,7136,4805068926122856936,3
15175517798778606056,4.8,6894,4805068926122856936,0
15175551127724823016,3.5,5348,4805068926122856936,1
15175539144766067176,4.2,4860,4805070429361410536,2
15175495765596377576,4.3,3974,4805070429361410536,4
15175547262254256616,4.9,3531,4805070429361410536,2
15175494047609459176,3.0,7025,4805068926122856936,1
15175481592204300776,2.2,8389,4805068926122856936,3
15175485114077483496,4.9,8006,4805068926122856936,4
15175533819006620136,1.3,5405,4805068926122856936,3
15175512601868177896,3.3,9044,4805068926122856936,2
15175532058070028776,4.1,226,4805068926122856936,0
15175504054883258856,2.8,2877,4805068926122856936,0
15175558901615628776,2.3,220,4805070429361410536,3
15175550011033326056,1.0,1979,4805070429361410536,0
15175524928424317416,3.3,3023,4805068926122856936,1
15175545587217011176,1.5,3792,4805068926122856936,3
15175473431766438376,4.9,1823,4805070429361410536,2
15175471584930501096,4.1,4727,4805068926122856936,2
15175488077604917736,4.3,746,4805068926122856936,4
15175523167487726056,4.5,3705,4805070429361410536,0
15175517197483184616,2.9,6022,4805070429361410536,4
15175550569379074536,4.1,4156,4805070429361410536,0
15175544513475187176,1.5,472,4805070429361410536,4
15175498986821849576,4.3,2131,4805070429361410536,1
15175529094542594536,4.7,4812,4805070429361410536,3
15175519645614543336,5.0,3258,4805070429361410536,3
15175532058070028776,3.1,3492,4805068926122856936,2
15175526131015160296,3.1,8686,4805068926122856936,4
15175494605955207656,2.5,7996,4805070429361410536,3
15175541549947752936,3.6,6458,4805070429361410536,2
15175557355427402216,1.0,1759,4805070429361410536,1
15175500017614000616,3.3,8049,4805070429361410536,2
15175512043522429416,4.4,3133,4805070429361410536,2
15175532616415777256,4.4,6601,4805070429361410536,0
15175492887968289256,3.1,2244,4805070429361410536,0
15175488077604917736,4.0,1146,4805070429361410536,2
15175522609141977576,4.3,7746,4805068926122856936,3
15175484555731735016,2.0,7848,4805070429361410536,3
15175548421895426536,1.7,2421,4805068926122856936,2
15175508564598919656,2.6,2712,4805068926122856936,4
15175512043522429416,4.6,7261,4805068926122856936,3
15175526131015160296,4.8,2312,4805068926122856936,3
15175488678900339176,1.3,4232,4805070429361410536,2
15175491084082024936,1.7,4073,4805068926122856936,4
15175548421895426536,4.7,6170,4805068926122856936,2
15175557355427402216,3.0,8888,4805070429361410536,0
15175526732310581736,3.4,7300,4805070429361410536,3
15175512601868177896,2.8,691,4805068926122856936,2
15175504054883258856,2.0,4052,4805070429361410536,3
15175536181238632936,2.3,2760,4805068926122856936,4
15175517197483184616,3.0,2087,4805068926122856936,3
15175547262254256616,2.5,524,4805068926122856936,4
15175490482786603496,3.3,185,4805068926122856936,3
15175530297133437416,4.9,4347,4805068926122856936,1
15175473431766438376,1.0,5393,4805070429361410536,4
15175486316668326376,4.5,2837,4805070429361410536,3
15175512043522429416,3.3,7764,4805070429361410536,2
15175505729920504296,1.3,1611,4805068926122856936,0
15175501692651246056,2.3,7772,4805070429361410536,4
15175557355427402216,3.8,3739,4805070429361410536,1
15175517798778606056,2.9,3534,4805068926122856936,1
15175558901615628776,4.1,8150,4805070429361410536,3
15175522609141977576,4.0,3040,4805068926122856936,1
15175556238735905256,3.3,5929,4805070429361410536,4
15175535021597463016,4.0,8829,4805070429361410536,4
15175532616415777256,2.3,4284,4805070429361410536,3
15175520203960291816,2.1,2661,4805070429361410536,4
15175537383829475816,3.1,332,4805068926122856936,0
15175520203960291816,2.1,4308,4805068926122856936,2
15175533217711198696,3.2,9355,4805068926122856936,4
15175526732310581736,4.5,3898,4805070429361410536,0
15175557355427402216,1.3,8910,4805070429361410536,4
15175527333606003176,4.7,1426,4805070429361410536,0
15175482751845470696,1.4,9159,4805070429361410536,2
15175494047609459176,4.4,8660,4805070429361410536,4
15175471584930501096,4.7,7918,4805070429361410536,3
15175473431766438376,2.3,6785,4805070429361410536,2
15175515479496266216,3.4,3722,4805068926122856936,4
15175493489263710696,3.8,1626,4805070429361410536,0
15175520203960291816,4.6,2693,4805068926122856936,0
15175540948652331496,3.0,3021,4805070429361410536,2
15175536782534054376,3.4,1912,4805070429361410536,4
15175496839338201576,1.9,2987,4805068926122856936,0
15175516037842014696,1.6,4558,4805068926122856936,3
15175548937291502056,3.3,1576,4805068926122856936,1
15175522609141977576,1.6,7491,4805070429361410536,1
15175546660958835176,2.6,7090,4805070429361410536,4
15175500575959749096,3.1,2791,4805070429361410536,3
15175470940685406696,3.1,9230,4805068926122856936,2
15175495765596377576,4.2,9200,4805068926122856936,1
15175480432563130856,3.9,1276,4805068926122856936,3
15175542237142520296,4.7,8331,4805068926122856936,1
15175487519259169256,1.3,7736,4805070429361410536,0
15175491084082024936,2.3,8029,4805068926122856936,4
15175523725833474536,4.7,3724,4805070429361410536,1
15175554134201930216,3.1,4107,4805070429361410536,0
15175478113280791016,4.0,9910,4805068926122856936,2
15175488678900339176,4.9,2756,4805070429361410536,4
15175540948652331496,4.1,7376,4805068926122856936,3
15175552115567301096,3.7,5469,4805070429361410536,0
15175504613229007336,1.6,6013,4805068926122856936,4
15175492286672867816,2.7,6318,4805070429361410536,3
15175479272921960936,1.4,3865,4805068926122856936,4
15175501692651246056,3.3,1467,4805068926122856936,0
15175497913080025576,2.1,4703,4805070429361410536,4
15175527333606003176,4.3,8225,4805070429361410536,3
15175528493247173096,1.4,9874,4805068926122856936,3
15175536181238632936,3.2,2733,4805068926122856936,0
15175545587217011176,4.7,2046,4805070429361410536,1
15175555164994081256,4.5,7739,4805068926122856936,3
15175552115567301096,2.1,9989,4805070429361410536,0
15175553575856181736,2.6,5697,4805070429361410536,0
15175505171574755816,1.7,954,4805070429361410536,0
15175552630963376616,5.0,8304,4805070429361410536,2
15175470940685406696,4.9,317,4805070429361410536,2
15175539144766067176,2.9,9087,4805070429361410536,2
15175530898428858856,2.1,432,4805070429361410536,3
15175486316668326376,1.1,4512,4805070429361410536,0
15175504054883258856,4.9,2539,4805068926122856936,1
15175507362008076776,1.4,3551,4805070429361410536,4
15175559417011704296,2.1,263,4805068926122856936,4
15175544513475187176,3.4,1602,4805070429361410536,4
15175488077604917736,2.4,5555,4805070429361410536,0
15175474033061859816,4.7,7010,4805070429361410536,1
15175523725833474536,4.1,4154,4805070429361410536,1
15175494047609459176,4.8,5980,4805068926122856936,0
15175491685377446376,4.4,8403,4805068926122856936,3
15175542237142520296,2.8,2595,4805068926122856936,2
15175541549947752936,1.7,6468,4805070429361410536,1
15175536782534054376,3.2,4246,4805070429361410536,4
15175523725833474536,2.3,4352,4805070429361410536,2
15175472229175595496,2.6,2225,4805068926122856936,2
15175463639241003496,3.3,9135,4805068926122856936,1
15175512043522429416,3.3,5032,4805070429361410536,1
15175541549947752936,4.6,4890,4805070429361410536,2
15175475751048778216,2.4,6933,4805068926122856936,3
15175525529719738856,2.5,8453,4805068926122856936,1
15175495765596377576,4.1,1335,4805068926122856936,4
15175554134201930216,4.5,6213,4805068926122856936,0
15175502895242088936,1.5,4305,4805068926122856936,1
15175491685377446376,1.3,5286,4805068926122856936,4
15175525529719738856,2.2,5353,4805070429361410536,2
15175473431766438376,4.5,8843,4805068926122856936,0
15175494605955207656,1.7,326,4805070429361410536,3
15175496323942126056,2.9,3583,4805068926122856936,1
15175548937291502056,3.3,1583,4805070429361410536,3
15175554649598005736,3.3,4150,4805068926122856936,1
15175545028871262696,3.8,3637,4805070429361410536,2
15175533819006620136,1.7,3825,4805070429361410536,1
15175474591407608296,1.4,3324,4805070429361410536,0
15175496323942126056,4.7,6943,4805070429361410536,2
15175521406551134696,3.2,9345,4805070429361410536,4
15175532058070028776,4.2,5389,4805068926122856936,1
15175540948652331496,3.2,6372,4805068926122856936,3
15175540347356910056,5.0,5751,4805070429361410536,3
15175525529719738856,2.4,3199,4805068926122856936,3
15175467719459934696,3.7,3808,4805070429361410536,1
15175546145562759656,2.2,3646,4805070429361410536,0
15175523725833474536,4.4,9021,4805068926122856936,4
15175476910689948136,2.0,750,4805070429361410536,0
15175475751048778216,1.9,2083,4805068926122856936,4
15175547262254256616,3.2,7788,4805068926122856936,2
15175550569379074536,4.5,8671,4805068926122856936,0
15175517197483184616,2.2,5094,4805068926122856936,1
15175478113280791016,2.0,9872,4805070429361410536,3
15175475751048778216,1.8,2189,4805068926122856936,3
15175548937291502056,3.3,6984,4805068926122856936,1
15175526732310581736,4.9,3917,4805068926122856936,2
15175501692651246056,1.6,5927,4805070429361410536,2
15175532058070028776,1.5,8746,4805070429361410536,1
15175540948652331496,3.0,7202,4805070429361410536,0
15175512601868177896,1.3,7154,4805068926122856936,2
15175521406551134696,4.9,8409,4805068926122856936,4
15175516037842014696,4.7,2890,4805070429361410536,4
15175471584930501096,2.1,6049,4805070429361410536,0
15175507362008076776,4.4,8559,4805070429361410536,4
15175495164300956136,4.0,4435,4805070429361410536,1
15175534420302041576,3.1,7931,4805068926122856936,4
15175495164300956136,2.7,6967,4805070429361410536,3
15175539144766067176,4.9,9423,4805068926122856936,2
15175510926830932456,1.3,4841,4805068926122856936,2
15175475192703029736,2.0,794,4805070429361410536,2
15175555164994081256,4.8,6346,4805070429361410536,0
15175547262254256616,4.6,2655,4805070429361410536,2
15175489280195760616,4.9,9272,4805070429361410536,4
15175507362008076776,3.4,1699,4805068926122856936,0
15175554649598005736,2.3,1896,4805068926122856936,0
15175527333606003176,3.3,8847,4805070429361410536,4
15175553575856181736,3.9,4888,4805068926122856936,1
15175514362804769256,1.8,2085,4805068926122856936,0
15175543439733363176,4.7,1761,4805068926122856936,2
15175488077604917736,4.4,1724,4805068926122856936,3
15175491685377446376,1.2,6532,4805068926122856936,2
15175533819006620136,4.0,5332,4805068926122856936,4
15175484555731735016,3.6,2332,4805068926122856936,4
15175476910689948136,4.3,4572,4805068926122856936,1
15175524327128895976,2.8,155,4805068926122856936,3
15175479874217382376,2.6,4122,4805070429361410536,3
15175509122944668136,4.2,1247,4805068926122856936,4
15175501692651246056,3.7,4905,4805068926122856936,0
15175522609141977576,3.1,7605,4805068926122856936,3
15175532058070028776,1.0,9997,4805068926122856936,4
15175522007846556136,4.1,3674,4805068926122856936,4
15175514921150517736,2.8,9554,4805068926122856936,2
15175483954436313576,3.1,1913,4805070429361410536,4
15175542838437941736,1.2,5057,4805068926122856936,0
15175529652888343016,3.5,701,4805070429361410536,3
15175519001369448936,3.0,4564,4805070429361410536,2
15175510926830932456,4.5,1560,4805070429361410536,2
15175517798778606056,4.2,3378,4805070429361410536,0
15175527333606003176,4.8,3739,4805070429361410536,1
15175503453587837416,3.8,4640,4805070429361410536,0
15175558386219553256,2.4,1831,4805068926122856936,1
15175500575959749096,5.0,2050,4805068926122856936,3
15175523167487726056,4.1,2834,4805068926122856936,1
15175510926830932456,2.7,3433,4805070429361410536,0
15175532616415777256,1.8,4495,4805068926122856936,1
15175548421895426536,4.5,4122,4805068926122856936,3
15175547262254256616,3.8,2278,4805070429361410536,0
15175514921150517736,4.9,9853,4805068926122856936,3
15175479874217382376,1.7,9185,4805068926122856936,1
15175542237142520296,4.0,4572,4805070429361410536,2
15175557355427402216,4.4,4689,4805068926122856936,4
15175492887968289256,1.7,7738,4805070429361410536,4
15175508564598919656,3.3,2010,4805068926122856936,2
15175495765596377576,3.5,4528,4805068926122856936,4
15175498986821849576,4.5,1957,4805070429361410536,2
15175527891951751656,3.3,1904,4805070429361410536,4
15175512043522429416,2.5,3694,4805068926122856936,3
15175475751048778216,3.3,5454,4805068926122856936,4
15175518400074027496,3.5,8237,4805070429361410536,4
15175479874217382376,4.2,242,4805068926122856936,0
15175483396090565096,3.3,9639,4805068926122856936,4
15175548421895426536,4.5,8012,4805068926122856936,4
15175483954436313576,2.7,2143,4805070429361410536,3
15175535622892884456,2.8,3488,4805070429361410536,3
15175517197483184616,2.9,9944,4805068926122856936,0
15175493489263710696,4.1,6649,4805070429361410536,4
15175523167487726056,4.5,284,4805070429361410536,0
15175486917963747816,4.9,9229,4805070429361410536,0
15175530898428858856,2.1,9599,4805070429361410536,2
15175548937291502056,1.0,8971,4805070429361410536,0
15175532058070028776,4.0,6000,4805068926122856936,3
15175557355427402216,3.9,9403,4805070429361410536,1
15175507963303498216,2.2,1166,4805068926122856936,1
15175512043522429416,4.2,2035,4805070429361410536,4
15175495164300956136,2.7,6954,4805068926122856936,2
15175545587217011176,2.5,8566,4805068926122856936,2
15175472229175595496,3.8,8640,4805070429361410536,1
15175551643120898536,4.4,2752,4805068926122856936,2
15175470296440312296,2.2,7286,4805068926122856936,3
15175492286672867816,4.5,2559,4805068926122856936,3
15175470940685406696,2.0,2610,4805070429361410536,4
15175536782534054376,2.6,186,4805070429361410536,2
15175546660958835176,2.4,424,4805068926122856936,3
15175537985124897256,2.6,6653,4805068926122856936,1
15175501692651246056,1.2,2815,4805068926122856936,2
15175558901615628776,3.5,7321,4805068926122856936,1
15175544513475187176,1.1,4780,4805070429361410536,1
15175505171574755816,3.0,1611,4805070429361410536,2
15175492286672867816,4.4,6937,4805070429361410536,2
15175537383829475816,4.0,3823,4805070429361410536,2
15175488678900339176,3.9,3395,4805068926122856936,2
15175478113280791016,4.0,8211,4805068926122856936,0
15175518400074027496,2.0,9071,4805068926122856936,3
