rest_id,avg_rating,no_of_rating,user_id,user_rating
6.851864162998699e+18,3.4,1368,4.616512536838098e+18,4
1.718391946737204e+19,1.7,6452,1.6055933091473279e+19,4
1.010023611704012e+19,2.5,237,1.8002027654633181e+19,4
1.4705382474519106e+19,2.8,4548,5.904533670630737e+18,0
1.9317763451546688e+18,2.4,9920,7.643608260430941e+18,1
8.219109603256975e+18,4.7,4606,9.319067932787624e+18,2
6.964047305190098e+18,4.2,6125,1.6690943610036765e+19,2
8.655873257202831e+17,4.4,6945,1.4326403370353185e+19,3
7.934305928352318e+18,4.3,516,1.068547395550539e+19,2
5.990485371102253e+18,1.3,1286,1.0886693472590381e+19,0
1.797956153047399e+19,4.8,3168,2.6453470276506286e+18,3
1.4897772696163207e+19,4.3,4151,8.113304503428993e+18,1
2.2254121931283679e+18,2.5,6045,1.5116870719382897e+19,1
8.723095803755318e+18,4.9,9399,1.4326403370353185e+19,1
1.2114276116627933e+19,3.1,4178,2.2815760460764022e+17,3
1.7604987521050954e+19,3.4,6108,5.066965511273857e+18,0
1.3995525576961376e+19,4.2,2868,7.259819386284754e+18,2
1.4349195282841124e+18,2.2,8463,7.942623193031658e+18,1
1.3405018392038492e+19,3.4,9436,1.0591057600338874e+19,0
5.012966427150206e+18,4.5,4297,8.464610048055394e+18,4
4.205629709019467e+18,4.7,5488,1.7953348012272798e+19,4
1.0918452587602135e+19,3.9,3372,2.2815760460764022e+17,1
1.5598037065687255e+19,1.7,4638,7.259819386284754e+18,3
6.412915952695725e+18,4.3,9652,2.381618184978977e+18,2
1.7587275218890148e+19,3.1,154,1.5186060600820124e+19,3
8.658169203781812e+18,2.1,6687,2.6453470276506286e+18,0
1.0947486007044817e+19,4.9,1745,4.4965766735030707e+18,2
1.3556450690491632e+19,3.5,293,3.918185649761305e+18,2
1.7775224242406836e+19,1.5,6859,1.8336539050895755e+19,4
1.8207867080141263e+19,1.0,6436,1.0777704607573625e+19,3
1.6902527000746152e+19,2.5,9750,6.816937772746822e+18,1
7.980781540909924e+18,1.6,7188,4.4965766735030707e+18,3
4.969630048159747e+18,4.8,3792,1.0952338289285284e+19,3
5.198808614834947e+18,1.8,2438,1.170745132886585e+19,4
6.815196406503983e+18,1.8,7251,5.571399765845625e+18,1
1.058694063200582e+19,2.9,3871,1.0768694252333713e+19,2
5.460329523405956e+17,2.9,6385,7.111430747023782e+17,1
1.1584336136250739e+19,3.3,9272,1.3878824213093503e+19,2
1.624097513701214e+19,1.2,8770,1.7660636371957137e+19,2
2.5703239818471194e+18,3.6,1377,7.230439920485856e+17,3
1.3521128223070636e+19,3.2,3704,1.4698628003806726e+19,2
1.8838381414817638e+18,3.8,9884,1.4698628003806726e+19,1
4.708235395492759e+18,4.3,9662,4.0839188801976586e+18,2
4.954211177593983e+18,4.9,6075,7.643608260430941e+18,1
1.6013568720979773e+19,1.6,1174,8.246419189534377e+18,3
1.7182673727284267e+19,2.5,5320,1.270611923898442e+19,0
1.1814623498321023e+19,3.0,2560,1.7660636371957137e+19,3
1.4538042251968006e+19,3.1,2502,4.0839188801976586e+18,3
9.046007582991468e+18,4.3,4838,3.119004961164054e+18,3
1.4300973925088053e+19,3.7,9249,1.3490305753653087e+18,4
1.174331356673378e+19,1.8,5926,1.724485440983907e+19,0
3.004213427971247e+18,2.1,9871,1.5302372492858053e+19,3
1.4300973925088053e+19,3.0,3943,7.230439920485856e+17,4
1.632338075022048e+19,3.1,7628,1.4141217855907383e+19,0
8.034142832457239e+18,3.8,3868,1.3453480392098073e+19,4
2.2306516744106312e+18,3.2,7208,2.6052395084709407e+18,2
4.720521475528282e+18,4.1,906,3.8290866547866074e+17,2
7.980781540909924e+18,1.6,3460,1.6690943610036765e+19,4
3.7048204093758694e+18,3.3,2868,1.0591057600338874e+19,3
4.708235395492759e+18,4.0,384,2.2815760460764022e+17,0
1.137945262984864e+19,4.1,5084,3.039483940415557e+18,2
2.454569095344115e+18,1.5,1578,3.039483940415557e+18,3
1.8838381414817638e+18,3.9,8747,1.5116870719382897e+19,2
1.0498677299288166e+19,4.6,5463,8.482904604301149e+18,2
6.833489879552641e+18,1.7,1204,9.507229105303079e+18,4
3.7198151841826253e+18,4.2,3323,1.7953348012272798e+19,4
1.4512529912588618e+19,3.7,2807,4.3485436049814523e+18,2
3.842493209299405e+18,4.3,2373,1.2820362320861282e+19,2
7.540124074540027e+18,5.0,2349,1.2820362320861282e+19,3
1.8487966413607588e+18,1.5,5655,1.724485440983907e+19,4
1.7412572334502466e+19,3.3,2760,1.4375286883568206e+19,1
1.3024134189643384e+18,4.0,4870,3.039483940415557e+18,1
1.652870527536446e+19,2.5,6507,1.4141217855907383e+19,2
8.387847229023341e+18,1.2,2996,5.38557281725727e+17,2
2.9664077166623194e+17,3.9,8081,1.3453480392098073e+19,0
4.950746800081687e+18,4.7,5824,3.8290866547866074e+17,1
1.058694063200582e+19,4.3,8425,3.2746490519003514e+17,4
4.954079022524943e+18,3.0,7759,9.507229105303079e+18,3
6.412915952695725e+18,2.4,9910,7.116614986317909e+18,0
1.058694063200582e+19,2.0,5985,8.427234096326724e+18,3
8.005674265699108e+18,3.8,3282,1.6690943610036765e+19,4
7.636418252547868e+17,4.3,6313,5.672635240414465e+18,0
4.512079256465919e+18,2.8,3991,3.0143044749114276e+18,4
5.740079177654161e+18,3.6,5591,8.893532915377128e+18,4
3.842493209299405e+18,2.2,1204,1.6842925686014495e+19,2
8.723095803755318e+18,3.1,5268,4.4965766735030707e+18,1
7.287702887762512e+18,1.5,4749,1.3484659323072192e+18,2
9.821762720401213e+18,2.3,8103,1.5463160591109542e+19,1
1.106761006093489e+19,2.7,632,5.571399765845625e+18,3
3.844762871021519e+18,1.5,4534,1.6055933091473279e+19,0
4.658218361001427e+18,3.0,216,1.3453480392098073e+19,3
1.752447489463368e+19,1.3,3270,5.672635240414465e+18,4
1.6584503449024874e+19,1.5,1350,1.4326403370353185e+19,2
6.870208512513327e+17,4.5,6835,1.270611923898442e+19,4
7.77334832071798e+18,4.3,9292,7.217513652859127e+18,0
7.287702887762512e+18,2.9,9675,1.676874278305355e+19,4
9.534045073003794e+18,2.2,3333,2.30922273827339e+18,0
2.959178013559639e+18,2.2,4347,1.724485440983907e+19,4
3.4010600465966223e+18,1.0,3230,7.111430747023782e+17,0
1.1958555039664458e+19,4.3,160,1.676874278305355e+19,2
1.7182673727284267e+19,3.4,114,1.3453480392098073e+19,3
6.11112651107122e+18,2.2,5907,4.0839188801976586e+18,0
4.285112671692801e+18,3.2,1807,5.571399765845625e+18,4
4.3907447990333793e+18,4.2,6276,7.942623193031658e+18,3
2.3504739101282964e+18,2.3,9192,3.0143044749114276e+18,1
1.6013568720979773e+19,2.6,2649,8.893532915377128e+18,2
1.6177195112473907e+19,2.3,7899,1.170745132886585e+19,3
1.5624476304215394e+19,2.8,7692,1.5050312560816767e+19,2
1.6652115949733497e+19,4.4,5087,4.948654592146622e+18,1
1.106761006093489e+19,1.6,7513,4.948654592146622e+18,3
9.001954912560762e+18,1.3,4125,8.893532915377128e+18,4
4.988129944556555e+18,4.7,689,1.549336616575764e+19,0
1.4381004962533755e+19,1.7,3857,4.3485436049814523e+18,1
4.6084580268525686e+18,1.4,4603,9.412280519920601e+18,2
2.9664077166623194e+17,4.6,6452,1.724485440983907e+19,1
4.658218361001427e+18,4.9,9826,8.464610048055394e+18,4
1.648645374834562e+19,2.3,2161,7.259819386284754e+18,0
1.1455657793308019e+19,3.6,2909,1.0886693472590381e+19,1
5.507709901916097e+18,4.4,4676,5.571399765845625e+18,1
4.476245777826007e+18,4.1,4300,1.577969828238952e+19,4
1.5279752247721282e+19,3.0,5392,1.6842925686014495e+19,1
1.8110570845625012e+19,4.0,9434,5.571399765845625e+18,2
4.969630048159747e+18,3.4,3988,8.113304503428993e+18,2
1.4538042251968006e+19,4.9,1900,8.246419189534377e+18,0
9.739562567955862e+18,1.3,7230,1.7660636371957137e+19,2
9.008187090343183e+18,3.0,6810,5.066965511273857e+18,2
1.3772492544700096e+18,2.1,194,1.0886693472590381e+19,3
4.4690118931914614e+18,1.7,2471,7.116614986317909e+18,1
3.7569825866877046e+18,1.1,5129,1.6055933091473279e+19,0
1.253124647495279e+19,4.5,9694,4.948654592146622e+18,1
1.03425738460479e+19,2.9,4746,1.3490305753653087e+18,3
4.969630048159747e+18,1.6,7943,3.918185649761305e+18,0
8.855695798482545e+17,3.4,7741,1.3453480392098073e+19,0
1.304853632085756e+19,3.6,2396,1.1148617712365617e+19,2
6.11112651107122e+18,2.7,3061,1.1148617712365617e+19,2
7.361987110145114e+18,3.4,5890,3.2746490519003514e+17,0
4.641710452934659e+18,4.4,2706,7.643608260430941e+18,0
1.4897772696163207e+19,3.1,9876,4.3485436049814523e+18,2
1.4171917124414423e+19,4.3,6059,1.3490305753653087e+18,1
6.213818175938448e+18,3.7,2987,5.904533670630737e+18,0
1.550249142009825e+19,3.7,1715,9.319067932787624e+18,1
1.1387526486003081e+18,3.4,5981,4.0839188801976586e+18,0
9.035588445022012e+18,2.3,1689,1.5309922501570873e+19,3
9.046007582991468e+18,1.9,7968,3.039483940415557e+18,4
5.990485371102253e+18,1.5,5205,1.1255526171930313e+18,1
1.3968110003288164e+19,3.6,5814,1.549336616575764e+19,1
1.752447489463368e+19,3.6,5718,1.5186060600820124e+19,4
1.1468934761404383e+19,3.4,8217,1.2032187551678024e+19,1
1.1814623498321023e+19,3.9,5044,1.6345863059163271e+19,4
1.025260004867259e+19,3.5,7462,1.8002027654633181e+19,1
1.3160821168180906e+19,1.5,4430,8.261784591830173e+18,3
1.141455751405557e+19,1.5,5604,1.4964059945673314e+19,3
1.6179352917770783e+19,1.5,5452,3.0143044749114276e+18,4
6.567496564907788e+18,2.6,1998,1.6484417615680457e+19,0
8.215350401900235e+18,3.8,2916,1.3490305753653087e+18,4
9.25346217476917e+18,1.4,3954,1.1255526171930313e+18,0
1.6286503318394782e+19,3.0,8723,1.0591057600338874e+19,0
1.3827459299664675e+19,3.7,8884,1.3878824213093503e+19,2
1.289120870380623e+19,3.7,1469,1.5309922501570873e+19,4
1.3288471892010357e+19,3.5,8901,1.6274293598973741e+19,2
4.205629709019467e+18,1.1,4103,1.7953348012272798e+19,4
5.524904429018957e+18,3.1,6187,7.217513652859127e+18,3
7.094024044220401e+18,4.6,6436,5.398139320159587e+18,0
1.4573121377498744e+18,4.4,3482,1.7111692053314486e+19,3
1.3928882582184542e+19,1.4,8080,8.246419189534377e+18,1
1.0449785146079793e+19,2.0,5922,1.577969828238952e+19,0
1.5802066858131673e+19,1.5,6628,8.464610048055394e+18,4
3.832233409851772e+18,4.1,293,2.433429615151695e+18,0
1.7495079545476633e+19,4.2,9326,5.066965511273857e+18,4
9.045897207652632e+18,3.2,2789,2.433429615151695e+18,0
6.586634354068441e+18,2.1,4890,3.3996271492867205e+18,4
8.658169203781812e+18,3.3,7456,7.635396661974156e+18,3
4.720521475528282e+18,1.9,6673,8.427234096326724e+18,1
4.079318915331672e+18,3.1,2537,9.412280519920601e+18,2
1.3095407250515315e+19,4.1,7791,1.0777704607573625e+19,1
1.6652115949733497e+19,3.1,3379,3.2746490519003514e+17,1
9.045897207652632e+18,1.7,8119,7.217513652859127e+18,4
1.6459651245508282e+19,1.0,432,3.4567772953846074e+17,3
2.786905009887138e+18,3.6,8751,1.1148617712365617e+19,3
1.289120870380623e+19,3.7,7084,7.116614986317909e+18,1
1.3830779765906297e+19,3.6,775,1.3484659323072192e+18,3
1.4381004962533755e+19,1.2,9301,1.4326403370353185e+19,4
8.219109603256975e+18,1.7,7162,1.4964059945673314e+19,3
1.2045471354913638e+19,2.4,8136,3.918185649761305e+18,1
7.361987110145114e+18,2.3,2281,5.38557281725727e+17,0
9.843108106183397e+18,2.9,6399,4.4965766735030707e+18,3
1.775054609111871e+19,1.7,2630,1.512433449996952e+19,2
1.8303427649956039e+19,1.2,3679,1.1148617712365617e+19,4
7.130617793679477e+18,3.6,4442,4.0839188801976586e+18,1
5.234272474682836e+18,3.7,9899,1.4375286883568206e+19,0
4.969630048159747e+18,4.8,6097,1.2032187551678024e+19,4
1.822955125681883e+19,2.2,5612,4.4965766735030707e+18,3
8.219109603256975e+18,3.9,8910,9.96886401146849e+18,1
1.723384006354451e+19,2.4,6296,4.4965766735030707e+18,3
1.4300973925088053e+19,4.6,9984,1.7111692053314486e+19,4
3.4010600465966223e+18,2.2,1566,7.116614986317909e+18,4
6.167722927146943e+18,3.9,9796,1.5463160591109542e+19,3
1.6045480604436679e+19,1.5,5980,9.092786557005681e+18,2
5.705987079968343e+18,1.3,2881,1.577969828238952e+19,1
4.708235395492759e+18,3.8,6221,2.2815760460764022e+17,0
1.137945262984864e+19,1.1,559,1.270611923898442e+19,4
8.387847229023341e+18,2.6,9791,5.398139320159587e+18,0
3.52447281671381e+18,1.2,8311,1.6274293598973741e+19,3
1.7775224242406836e+19,1.2,8478,6.628780713183364e+18,1
7.088829752731779e+18,2.5,1185,9.319067932787624e+18,3
4.954211177593983e+18,1.1,2988,7.230439920485856e+17,3
9.115380182757429e+18,1.5,1287,4.948654592146622e+18,3
6.11112651107122e+18,4.6,303,5.066965511273857e+18,4
2.6865399301005164e+18,3.7,8726,1.8002027654633181e+19,3
4.988129944556555e+18,2.9,4363,8.113304503428993e+18,4
7.130617793679477e+18,4.5,4767,1.512433449996952e+19,1
1.4705382474519106e+19,4.1,9530,7.635396661974156e+18,1
1.060403646823172e+19,2.1,1860,1.549336616575764e+19,1
2.306021359936816e+18,3.9,4375,5.571399765845625e+18,4
4.0086988313256443e+18,4.5,3704,7.116614986317909e+18,0
8.655873257202831e+17,4.7,4452,9.092786557005681e+18,3
1.4313665577827896e+18,3.7,8408,3.3996271492867205e+18,2
1.3438414362607702e+19,1.7,5492,1.4964059945673314e+19,2
1.6652115949733497e+19,1.3,7050,1.1148617712365617e+19,1
1.5529627773849522e+19,4.0,4404,1.5050312560816767e+19,4
5.53574088461748e+18,4.9,918,1.270611923898442e+19,3
1.2019877071674364e+19,1.4,9763,5.118511053483427e+18,4
1.119356379961002e+19,1.2,2759,1.0777704607573625e+19,1
1.0436194399765746e+19,2.1,6093,1.5463160591109542e+19,1
1.2820447768008215e+19,2.4,2458,1.8336539050895755e+19,0
9.010020572552383e+18,3.6,6501,5.904533670630737e+18,0
1.2617632511487658e+19,3.8,585,1.213432308552442e+19,2
8.005674265699108e+18,1.4,836,3.3319853619249997e+18,0
1.7587275218890148e+19,4.5,8852,5.672635240414465e+18,0
1.6459651245508282e+19,2.0,5378,5.118511053483427e+18,1
1.2105333403475984e+19,3.9,5928,5.066965511273857e+18,0
2.454569095344115e+18,5.0,7636,3.4567772953846074e+17,4
1.0353210017543794e+18,1.9,8128,1.4141217855907383e+19,2
1.5598037065687255e+19,4.4,1702,9.325329741360679e+18,1
4.954211177593983e+18,3.2,3369,1.4326403370353185e+19,0
1.503606889230718e+19,2.1,3062,4.3485436049814523e+18,2
8.005674265699108e+18,3.0,2906,1.1148617712365617e+19,1
1.5793525619858555e+19,4.0,359,6.816937772746822e+18,4
1.5598037065687255e+19,4.2,9031,2.433429615151695e+18,3
5.575514930226939e+18,3.3,6858,3.0143044749114276e+18,1
6.014909273736657e+17,4.8,402,1.4655108791386194e+19,0
1.0478701809291946e+18,4.6,4834,1.5050312560816767e+19,0
1.5951982417283205e+19,1.0,3163,1.4655108791386194e+19,4
1.1043447396407988e+19,1.7,5648,5.904533670630737e+18,1
1.1958555039664458e+19,2.8,8555,6.628780713183364e+18,3
9.020888848865774e+18,1.1,3044,2.30922273827339e+18,1
1.253124647495279e+19,3.3,6220,1.6842925686014495e+19,1
4.4690118931914614e+18,3.7,918,1.8002027654633181e+19,2
6.870208512513327e+17,2.6,3033,4.948654592146622e+18,4
1.6714796437409386e+19,3.2,3143,1.033954131508142e+19,1
4.285112671692801e+18,1.5,7096,8.482904604301149e+18,1
1.212089867960086e+19,1.0,6699,1.1255526171930313e+18,4
1.0918452587602135e+19,2.6,9108,3.119004961164054e+18,1
1.3790091326471487e+19,1.5,959,3.039483940415557e+18,2
8.638928052862405e+18,3.6,988,4.616512536838098e+18,4
1.4537358420282198e+19,2.3,1287,1.7111692053314486e+19,3
1.6269152514595768e+19,1.6,8000,9.092786557005681e+18,2
2.2254121931283679e+18,4.9,2063,1.512433449996952e+19,4
9.053607062736752e+18,4.6,872,1.7174811930000638e+19,2
1.8239062166125957e+19,2.1,8716,1.7174811930000638e+19,2
1.4381004962533755e+19,4.6,7095,1.5050312560816767e+19,4
1.6584503449024874e+19,2.1,9039,3.3996271492867205e+18,3
1.5802066858131673e+19,4.6,1744,1.6345863059163271e+19,1
9.50607157048805e+18,2.7,2782,7.116614986317909e+18,4
9.865769081549375e+18,3.2,6067,5.904533670630737e+18,0
8.219109603256975e+18,3.8,135,1.7174811930000638e+19,0
1.273412099198991e+19,1.6,8295,1.724485440983907e+19,0
1.6013568720979773e+19,4.2,4289,8.464610048055394e+18,4
1.6045480604436679e+19,3.6,3736,8.427234096326724e+18,3
1.1844473083154418e+19,4.8,6718,5.672635240414465e+18,4
8.665712324928556e+18,2.3,6074,3.119004961164054e+18,2
1.6459651245508282e+19,2.9,6499,1.4964059945673314e+19,4
5.53574088461748e+18,2.2,1689,1.5186060600820124e+19,2
3.4696388507373604e+18,1.2,1928,1.4698628003806726e+19,0
1.0353210017543794e+18,4.8,4357,1.3453480392098073e+19,0
5.009617646615416e+18,4.3,2103,1.6274293598973741e+19,4
4.950746800081687e+18,2.4,3740,1.549336616575764e+19,3
9.04381437614701e+18,4.6,3377,3.3996271492867205e+18,4
9.739562567955862e+18,3.1,4708,2.381618184978977e+18,4
1.4565917539339092e+19,4.7,8725,1.6842925686014495e+19,1
1.6902527000746152e+19,4.7,4105,1.5309922501570873e+19,1
1.1814623498321023e+19,3.0,644,1.4655108791386194e+19,3
3.702627346622859e+18,4.9,2565,1.7660636371957137e+19,2
1.1643908914742313e+19,1.7,5292,1.033954131508142e+19,2
1.1152742174358393e+19,1.5,1601,9.507229105303079e+18,4
4.285112671692801e+18,2.1,1468,1.6690943610036765e+19,0
1.3995525576961376e+19,2.4,7478,9.092786557005681e+18,1
4.3337440893877156e+18,2.8,6816,2.433429615151695e+18,1
9.765658668113283e+18,1.8,2652,1.7660636371957137e+19,3
1.1468934761404383e+19,3.6,3645,1.8336539050895755e+19,3
1.212089867960086e+19,1.4,7183,1.1148617712365617e+19,2
1.3288471892010357e+19,2.4,1255,5.672635240414465e+18,4
1.529439458953444e+19,1.4,3771,1.5186060600820124e+19,2
1.5279752247721282e+19,3.4,9705,1.512433449996952e+19,2
8.034142832457239e+18,2.0,1394,5.571399765845625e+18,2
1.8838381414817638e+18,3.1,5323,2.433429615151695e+18,0
1.0333356258647495e+19,1.4,4712,1.5309922501570873e+19,0
4.954211177593983e+18,3.0,2966,5.904533670630737e+18,1
1.7587275218890148e+19,3.2,4925,3.4567772953846074e+17,2
1.5143872835091778e+19,4.2,9016,2.7973455834534564e+18,4
4.906309238189149e+18,2.0,7764,2.30922273827339e+18,1
9.504797872273705e+18,4.1,4280,1.5302372492858053e+19,4
4.720521475528282e+18,1.1,3393,6.538094110062561e+18,3
1.058694063200582e+19,2.6,8796,1.6484417615680457e+19,4
9.843108106183397e+18,1.6,9917,7.230439920485856e+17,3
6.870208512513327e+17,2.1,7080,1.7111692053314486e+19,2
4.4690118931914614e+18,3.3,3416,1.7174811930000638e+19,3
1.5951982417283205e+19,1.2,9241,1.5116870719382897e+19,4
1.2472177139844137e+19,4.2,7022,8.482904604301149e+18,1
5.423799938437776e+17,3.4,1836,7.230439920485856e+17,0
1.4671945593452184e+19,2.9,9257,9.092786557005681e+18,0
4.034551762200448e+18,4.4,403,7.116614986317909e+18,3
4.0086988313256443e+18,1.5,8910,8.261784591830173e+18,4
1.212089867960086e+19,3.0,2750,5.904533670630737e+18,3
3.330916661964262e+18,1.5,9785,8.246419189534377e+18,3
2.306021359936816e+18,3.5,3468,1.7111692053314486e+19,4
2.9468634966254075e+18,4.1,7672,2.381618184978977e+18,3
5.705987079968343e+18,3.1,8484,5.38557281725727e+17,2
7.088829752731779e+18,1.5,2015,1.5186060600820124e+19,0
1.2497002861413482e+19,2.7,9251,1.3490305753653087e+18,3
4.906309238189149e+18,3.3,7310,1.5186060600820124e+19,3
1.2325135228998994e+19,2.0,3376,7.259819386284754e+18,4
1.110272881738654e+19,3.9,8550,3.918185649761305e+18,1
1.4677344731187728e+19,4.8,5612,1.512433449996952e+19,0
8.005674265699108e+18,3.2,7150,9.325329741360679e+18,3
1.3521128223070636e+19,4.3,2834,5.904533670630737e+18,0
1.3785705245607217e+19,4.8,9501,3.2746490519003514e+17,2
1.1455657793308019e+19,2.9,3798,5.38557281725727e+17,3
1.0478701809291946e+18,3.1,8558,1.068547395550539e+19,3
1.2891993417255438e+19,4.4,6448,9.507229105303079e+18,2
1.0350335103062985e+19,3.3,4873,9.412280519920601e+18,0
1.3060311839275895e+19,4.1,6773,1.6274293598973741e+19,0
4.5824498393363436e+18,3.1,1287,1.3453480392098073e+19,2
1.3772492544700096e+18,3.4,8896,1.3453480392098073e+19,1
1.5529627773849522e+19,3.0,2497,8.464610048055394e+18,4
1.6714796437409386e+19,2.9,4032,5.38557281725727e+17,2
2.719256894900683e+18,4.3,7819,1.068547395550539e+19,4
1.8110570845625012e+19,1.8,834,1.1255526171930313e+18,1
1.854877418847883e+18,2.4,9077,1.2820362320861282e+19,4
4.796737216963625e+18,1.4,7071,6.816937772746822e+18,2
1.8027489122253737e+18,1.5,2057,1.4141217855907383e+19,2
5.379740826659231e+17,1.6,7306,1.3453480392098073e+19,1
1.9067091269878584e+18,2.1,6338,3.8290866547866074e+17,3
1.5802066858131673e+19,4.4,190,8.246419189534377e+18,4
8.204552484723312e+18,2.2,950,1.270611923898442e+19,4
1.273412099198991e+19,4.5,7703,1.3484659323072192e+18,4
6.567496564907788e+18,4.1,343,1.512433449996952e+19,4
3.4777924956262405e+18,2.0,6614,1.3484659323072192e+18,4
1.274272738727148e+19,3.5,6939,1.0777704607573625e+19,2
1.797956153047399e+19,1.9,7662,1.6274293598973741e+19,3
6.745060141800836e+18,1.5,428,6.816937772746822e+18,1
7.980781540909924e+18,3.5,1231,6.816937772746822e+18,4
7.980781540909924e+18,4.5,7314,8.113304503428993e+18,0
1.3288471892010357e+19,3.9,2243,4.616512536838098e+18,2
4.2358837992976753e+18,2.9,1031,1.4141217855907383e+19,3
3.702627346622859e+18,1.5,742,1.5463160591109542e+19,1
2.0896821535501373e+18,3.4,4696,1.6690943610036765e+19,4
1.775054609111871e+19,3.0,9176,2.6453470276506286e+18,0
1.8110570845625012e+19,2.0,624,9.325329741360679e+18,2
1.2989917220269935e+19,4.5,6258,1.6055933091473279e+19,2
1.609098387097854e+19,3.0,7154,1.4655108791386194e+19,2
1.1152742174358393e+19,2.5,3845,9.319067932787624e+18,2
4.4669374375379784e+18,4.3,6112,1.8336539050895755e+19,0
1.775054609111871e+19,1.9,9847,1.4141217855907383e+19,3
2.0896821535501373e+18,3.3,5079,1.3484659323072192e+18,1
1.8303427649956039e+19,3.4,7014,1.8336539050895755e+19,1
1.6714796437409386e+19,3.4,1644,3.8290866547866074e+17,3
3.842493209299405e+18,1.7,2485,1.6345863059163271e+19,1
8.045557043467666e+18,4.6,6667,9.96886401146849e+18,1
1.274272738727148e+19,2.3,4245,2.2815760460764022e+17,1
5.379740826659231e+17,3.6,7510,1.2820362320861282e+19,1
1.4671941772478597e+19,4.2,7784,1.4655108791386194e+19,4
1.2820447768008215e+19,3.7,5597,1.7953348012272798e+19,0
8.393997236453854e+18,1.1,3013,6.628780713183364e+18,2
2.9468634966254075e+18,1.8,4874,5.571399765845625e+18,4
1.4349195282841124e+18,2.9,1127,5.066965511273857e+18,4
9.504797872273705e+18,4.2,9653,8.261784591830173e+18,4
6.520683880202848e+18,2.2,1120,1.7660636371957137e+19,0
1.2989917220269935e+19,4.9,6310,1.068547395550539e+19,1
8.25584380768507e+18,2.2,8073,1.7111692053314486e+19,1
1.8666886389669946e+17,2.8,4801,1.7660636371957137e+19,3
1.4537358420282198e+19,2.7,2836,1.7660636371957137e+19,0
1.115059708759227e+19,3.3,9440,4.616512536838098e+18,3
